,genesymbols
8042062,NA
8042066, CCDC104 
8042079, CCDC85A 
8042086, VRK2 
8042107,NA
8042109,NA
8042111,NA
8042113,NA
8042115,NA
8042117,NA
8042119, PAPOLG 
8042144, REL 
8042157,NA
8042159,NA
8042161, PEX13 
8042168, KIAA1841 
8042195, AHSA2 
8042207, COMMD1 
8042211, B3GNT2 
8042219,NA
8042221,NA
8042223, EHBP1 
8042251, OTX1 
8042257,NA
8042259, MDH1 
8042270, UGP2 
8042283, HSPC159 
8042291, AFTPH 
8042306,NA
8042308,NA
8042310, SLC1A4 
8042324,NA
8042326, CEP68 
8042333,NA
8042335, VDAC2 
8042337, ACTR2 
8042346, FLJ16124 
8042356, MEIS1 
8042373, ETAA1 
8042381, PNO1 
8042391, PLEK 
8042402, APLF 
8042413, PROKR1 
8042416, ARHGAP25 
8042431, GKN1 
8042439, ANTXR1 
8042460,NA
8042462,NA
8042464,NA
8042466,NA
8042468, ANXA4 
8042487, GMCL1 
8042495, SNRNP27 
8042501,NA
8042503, MXD1 
8042513,NA
8042515, PCBP1 
8042519, PCYOX1 
8042530,NA
8042532, VAX2 
8042537, ATP6V1B1 
8042556,NA
8042558, ANKRD53 
8042566, TEX261 
8042568, OR7E91P 
8042574, MGC72080 
8042576, NAGK 
8042588, MPHOSPH10 
8042601, ZNF638 
8042637, DYSF 
8042694,NA
8042696, SPR 
8042701, EMX1 
8042705, SMYD5 
8042720, CCT7 
8042737, ALMS1 
8042761, ALMS1P 
8042769, C2orf78 
8042772, STAMBP 
8042788, ACTG2 
8042801, DGUOK 
8042811, TET3 
8042825,NA
8042827,NA
8042830, MTHFD2 
8042843, WDR54 
8042859, INO80B 
8042867, WBP1 
8042874, TTC31 
8042896, TLX2 
8042905, HTRA2 
8042917, DOK1 
8042925, SEMA4F 
8042942, HK2 
8042953, POLE4 
8042958,NA
8042960,NA
8042962, MRPL19 
8042970,NA
8042972,NA
8042974,NA
8042976,NA
8042978, REG3G 
8042986, REG1A 
8042993, CTNNA2 
8043018,NA
8043020,NA
8043022,NA
8043024,NA
8043026,NA
8043028,NA
8043030,NA
8043032,NA
8043034,NA
8043036, LOC1720 
8043038,NA
8043040, FUNDC2P2 
8043043, DNAH6 
8043055, DNAH6 
8043059, DNAH6 
8043071, DNAH6 
8043098,NA
8043100, TMSB10 
8043105, KCMF1 
8043114, TCF7L1 
8043129,NA
8043131, ELMOD3 
8043155,NA
8043157, SH2D6 
8043185,NA
8043187, MAT2A 
8043197, VAMP8 
8043203, VAMP5 
8043209, RNF181 
8043218, USP39 
8043236, GNLY 
8043244, ATOH8 
8043251, PTCD3 
8043276, SNORD94 
8043278, MRPL35 
8043283, KDM3A 
8043310, RMND5A 
8043320, LOC400965 
8043322, ANAPC1 
8043324, RGPD1 
8043347,NA
8043349, ANAPC1 
8043360, IGK@ 
8043363, NCRNA00152 
8043367, PLGLB2 
8043375,NA
8043377, WBP1 
8043379,NA
8043381, SMYD1 
8043393, THNSL2 
8043405,NA
8043407, C2orf51 
8043413, RPIA 
8043423, IGKV4-1 
8043426,NA
8043429,NA
8043431, IGKC 
8043433, IGKC 
8043436, IGKC 
8043438, IGKV1-5 
8043441,NA
8043443,NA
8043446,NA
8043449, IGK@ 
8043456,NA
8043459, IGKC 
8043465, IGKC 
8043468,NA
8043470, IGKV3D-11 
8043474,NA
8043476, LOC652493 
8043478, IGKV1D-8 
8043480,NA
8043482,NA
8043484,NA
8043487, ACTR3BP2 
8043489,NA
8043491, TEKT4 
8043498,NA
8043500,NA
8043502,NA
8043504, MAL 
8043512, ZNF2 
8043522, PROM2 
8043552, KCNIP3 
8043564, FAHD2A 
8043570,NA
8043572,NA
8043574, TRIM43 
8043581, UBTFL1 
8043583, LOC285033 
8043585, CIAO1 
8043597, ITPRIPL1 
8043602, NCAPH 
8043621, ARID5A 
8043630, ARID5A 
8043632, FER1L5 
8043639, FER1L5 
8043657, CNNM4 
8043666, CNNM3 
8043682,NA
8043685,NA
8043687, ANKRD36 
8043697, ANKRD36B 
8043718, COX5B 
8043725, ZAP70 
8043743,NA
8043745,NA
8043747, VWA3B 
8043782, CNGA3 
8043791, INPP4A 
8043820, UNC50 
8043833,NA
8043835, C2orf15 
8043840, LIPT1 
8043848, MRPL30 
8043861, EIF5B 
8043890, NMS 
8043900,NA
8043902, PDCL3 
8043909, NPAS2 
8043932, RPL31 
8043937, C2orf29 
8043945, MAP4K4 
8043981, IL1R2 
8043993, LOC100131131 
8043995, IL1R1 
8044008, IL1RL2 
8044021, IL1RL1 
8044035, IL18R1 
8044049, IL18RAP 
8044067, SLC9A4 
8044080, SLC9A2 
8044094, TMEM182 
8044105,NA
8044107,NA
8044109, POU3F3 
8044111, MRPS9 
8044124, GPR45 
8044127, C2orf49 
8044133, NCK2 
8044143, C2orf40 
8044149, PLGLA 
8044154, CD8B 
8044161, RGPD4 
8044189,NA
8044191, SLC5A7 
8044204, SULT1C3 
8044212, SULT1C2 
8044225, SULT1C4 
8044236, GCC2 
8044258, LIMS1 
8044263, RANBP2 
8044278, CCDC138 
8044295, SH3RF3 
8044301, ANKRD57 
8044304, RGPD6 
8044333, LIMS3 
8044346, LOC151009 
8044351, RPL22P15 
8044353, ACOXL 
8044375, BCL2L11 
8044391, MERTK 
8044415,NA
8044417, TMEM87B 
8044440, FBLN7 
8044450, ZC3H6 
8044462, TTL 
8044473, POLR1B 
8044491, CHCHD5 
8044499, SLC20A1 
8044512, NT5DC4 
8044530,NA
8044532, IL1F7 
8044541, IL1F9 
8044548, IL1F6 
8044552, IL1F5 
8044563, IL1F10 
8044572,NA
8044574, IL1RN 
8044584, PSD4 
8044605, LOC654433 
8044611,NA
8044613, CBWD1 
8044634, FOXD4L1 
8044640, PGM5 
8044643, FAM138B 
8044649, WASH2P 
8044669, RABL2A 
8044682,NA
8044684,NA
8044686, ACTR3 
8044698,NA
8044700, DPP10 
8044731,NA
8044733,NA
8044735,NA
8044737,NA
8044739,NA
8044741,NA
8044743,NA
8044745, DDX18 
8044760,NA
8044764,NA
8044766, INSIG2 
8044773, MARCO 
8044791,NA
8044793, STEAP3 
8044804, DBI 
8044813, TMEM37 
8044818, PCDP1 
8044844, TMEM177 
8044849, PTPN4 
8044878,NA
8044880,NA
8044882, EPB41L5 
8044909,NA
8044911,NA
8044913,NA
8044915,NA
8044917,NA
8044919, RALB 
8044927, INHBB 
8044931,NA
8044933, GLI2 
8044959,NA
8044961, RNU4ATAC 
8044963,NA
8044965, TSN 
8044976, CNTNAP5 
8045005,NA
8045007,NA
8045009, GYPC 
8045018, PROC 
8045028,NA
8045030, MYO7B 
8045075, GPR17 
8045083, SFT2D3 
8045086,NA
8045088,NA
8045090, UGGT1 
8045134,NA
8045136, RAB6C 
8045142, MZT2B 
8045146, MZT2B 
8045148, MZT2A 
8045151,NA
8045153,NA
8045155,NA
8045157,NA
8045159,NA
8045161,NA
8045163,NA
8045165,NA
8045167,NA
8045169,NA
8045171, IMP4 
8045182, PTPN18 
8045198, CFC1B 
8045205, LOC150527 
8045208, POTEE 
8045210, C2orf14 
8045216, GPR148 
8045224, FAM123C 
8045229, ARHGEF4 
8045247, PLEKHB2 
8045257, POTEE 
8045275,NA
8045277,NA
8045279,NA
8045281,NA
8045283,NA
8045285,NA
8045287,NA
8045289, RHOQ 
8045291, TUBA3D 
8045301, SMPD4 
8045309, CCDC74A 
8045319,NA
8045321, POTEKP 
8045323, C2orf27A 
8045330, LOC441666 
8045332, FAM201B 
8045334,NA
8045336, GPR39 
8045339,NA
8045341,NA
8045343,NA
8045345,NA
8045347,NA
8045349, MGAT5 
8045368, ACMSD 
8045381, CCNT2 
8045398, RAB3GAP1 
8045423, SNORA40 
8045425, R3HDM1 
8045453, MIR128-1 
8045455, UBXN4 
8045470, THSD7B 
8045497,NA
8045499, HNMT 
8045514, SPOPL 
8045525,NA
8045527,NA
8045529,NA
8045531,NA
8045533,NA
8045535,NA
8045537,NA
8045539, KYNU 
8045559,NA
8045561,NA
8045563, ARHGAP15 
8045577,NA
8045581, PABPC1P2 
8045583,NA
8045585,NA
8045587, ACVR2A 
8045602,NA
8045604, MBD5 
8045619, EPC2 
8045637, KIF5C 
8045664, LYPD6B 
8045674, LYPD6 
8045688, TNFAIP6 
8045695,NA
8045697, RIF1 
8045736, FMNL2 
8045768, ARL6IP6 
8045776, GALNT13 
8045793,NA
8045795, KCNJ3 
8045800,NA
8045802,NA
8045804,NA
8045806,NA
8045808,NA
8045810,NA
8045812,NA
8045814,NA
8045816, GPD2 
8045835, GALNT5 
8045846,NA
8045848, UPP2 
8045857,NA
8045860, PKP4 
8045882, DAPL1 
8045887, MGC72080 
8045889, TANC1 
8045919, MARCH7 
8045931,NA
8045933, TANK 
8045946, PSMD14 
8045962, TBR1 
8045972,NA
8045974, SLC4A10 
8046003, GCA 
8046012,NA
8046014,NA
8046016,NA
8046018,NA
8046020, SCN2A 
8046048, CSRNP3 
8046060,NA
8046062, XIRP2 
8046078, B3GALT1 
8046084,NA
8046086, LASS6 
8046099, NOSTRIN 
8046116, G6PC2 
8046124, DHRS9 
8046147, BBS5 
8046160, KBTBD10 
8046169, PPIG 
8046186, KLHL23 
8046199,NA
8046201, SSB 
8046213, UBR3 
8046238, MYO3B 
8046276, SP5 
8046279,NA
8046281,NA
8046283, GAD1 
8046306, GORASP2 
8046318, DCAF17 
8046333, CYBRD1 
8046340, DYNC1I2 
8046346, HAT1 
8046360, METAP1D 
8046373, DLX1 
8046380, ITGA6 
8046408, PDK1 
8046426,NA
8046428, RAPGEF4 
8046461, ZAK 
8046488, CDCA7 
8046500,NA
8046502, SCRN3 
8046512,NA
8046515, H3F3A 
8046518,NA
8046520,NA
8046522,NA
8046524, HOXD13 
8046527, HOXD12 
8046530, HOXD11 
8046536, HOXD10 
8046542, HOXD9 
8046546, HOXD8 
8046553, MIR10B 
8046555, HOXD4 
8046560, HOXD3 
8046564, HOXD1 
8046573, MTX2 
8046586,NA
8046588,NA
8046590, HNRNPA3 
8046604, AGPS 
8046626,NA
8046628, RBM45 
8046644,NA
8046646, OSBPL6 
8046680, PLEKHA3 
8046685, UBE2E3 
8046695, ITGA4 
8046726, SSFA2 
8046746, PPP1R1C 
8046755,NA
8046757,NA
8046759, DNAJC10 
8046788,NA
8046790,NA
8046792, DUSP19 
8046804, NUP35 
8046815, ZNF804A 
8046822,NA
8046824, FSIP2 
8046833, FSIP2 
8046836, FSIP2 
8046848, ZC3H15 
8046861, ITGAV 
8046895, FAM171B 
8046906, GULP1 
8046922, COL3A1 
8046975, WDR75 
8046997, ASNSD1 
8047006, ANKAR 
8047036,NA
8047038, PMS1 
8047059, HNRNPC 
8047062, C2orf88 
8047069, INPP1 
8047078, MFSD6 
8047086, NAB1 
8047097, GLS 
8047125,NA
8047127, MYO1B 
8047159,NA
8047161, OBFC2A 
8047172,NA
8047174, SLC39A10 
8047185,NA
8047187, CCDC150 
8047213,NA
8047215,NA
8047217, COQ10B 
8047223, HSPE1 
8047228, MOBKL3 
8047241,NA
8047243, MARS2 
8047248, PLCL1 
8047257, FLJ32063 
8047262, C2orf69 
8047265, C2orf47 
8047272, SPATS2L 
8047286,NA
8047288, SGOL2 
8047300, AOX1 
8047337,NA
8047339, BZW1 
8047356, NIF3L1 
8047370,NA
8047372, NDUFB3 
8047377,NA
8047379,NA
8047381, CFLAR 
8047401,NA
8047403, CASP10 
8047419, CASP8 
8047441,NA
8047443, STRADB 
8047457,NA
8047459,NA
8047463,NA
8047465,NA
8047467, CDK15 
8047485,NA
8047487, FZD7 
8047492, FLJ39061 
8047503,NA
8047505, FLJ39061 
8047518, NOP58 
8047536,NA
8047538, BMPR2 
8047555,NA
8047557,NA
8047559,NA
8047561,NA
8047563,NA
8047565, FAM117B 
8047577, ALS2CR8 
8047596, NBEAL1 
8047606, NBEAL1 
8047635, RPL12 
8047641, CYP20A1 
8047659, ABI2 
8047677, CD28 
8047690,NA
8047692, CTLA4 
8047702, ICOS 
8047709, PARD3B 
8047736,NA
8047738, NRP2 
8047763,NA
8047765,NA
8047767,NA
8047769,NA
8047771, EEF1B2 
8047778, SNORD51 
8047780, SNORA41 
8047782,NA
8047784, ZDBF2 
8047788, ADAM23 
8047815, FASTKD2 
8047829, CPO 
8047839, CREB1 
8047852,NA
8047854, CCNYL1 
8047865, PIKFYVE 
8047910, PTH2R 
8047926, MAP2 
8047952, UNC80 
8047963,NA
8047965, UNC80 
8048014, RPE 
8048022,NA
8048024,NA
8048026, CPS1 
8048071, CPS1-IT 
8048075,NA
8048077,NA
8048079,NA
8048081, SPAG16 
8048108,NA
8048110,NA
8048112, VWC2L 
8048114,NA
8048116,NA
8048118,NA
8048120, ATIC 
8048139, FN1 
8048141, TMEM169 
8048146, XRCC5 
8048171, PK155 
8048173,NA
8048175, SMARCAL1 
8048195, RPL37A 
8048205, IGFBP2 
8048211, RUFY4 
8048227, CXCR2 
8048234, ARPC2 
8048249, GPBAR1 
8048257, PNKD 
8048272, C2orf62 
8048283, SLC11A1 
8048304, CTDSP1 
8048317, MIR26B 
8048319, VIL1 
8048340, RQCD1 
8048350, PLCD4 
8048368,NA
8048370, BCS1L 
8048381, STK36 
8048411, TTLL4 
8048432, CYP27A1 
8048445, WNT6 
8048452, WNT10A 
8048460, CDK5R2 
8048466,NA
8048468, FAM134A 
8048478, ZFAND2B 
8048489, ANKZF1 
8048505, STK16 
8048518, TUBA4B 
8048523, DNAJB2 
8048541, DES 
8048551, SPEG 
8048595, GMPPA 
8048611, ACCN4 
8048628, TMEM198 
8048639, INHA 
8048647, STK11IP 
8048673, SLC4A3 
8048699,NA
8048701,NA
8048703, LLPH 
8048705,NA
8048707, CCDC140 
8048712,NA
8048715,NA
8048717, SGPP2 
8048723,NA
8048725, MOGAT1 
8048733, ACSL3 
8048749, KCNE4 
8048752, MRPL44 
8048761,NA
8048763, KIAA1486 
8048772, RHBDD1 
8048782, COL4A3 
8048835, MFF 
8048847, AGFG1 
8048864, CCL20 
8048870, WDR69 
8048885,NA
8048887,NA
8048889, FBXO36 
8048896,NA
8048898, SP140 
8048926, SP140L 
8048940, SP100 
8048976,NA
8048978,NA
8048980, CAB39 
8048993,NA
8048995, ITM2C 
8049007, SPATA3 
8049016, PSMD1 
8049042,NA
8049044, ARMC9 
8049071,NA
8049073,NA
8049075, B3GNT7 
8049079, C2orf57 
8049083, PTMA 
8049088, COPS7B 
8049097, DIS3L2 
8049123, ALPP 
8049128, ALPPL2 
8049137, ALPI 
8049152, CHRND 
8049166, CHRNG 
8049180, EIF4E2 
8049187, EFHD1 
8049195,NA
8049197,NA
8049199, GIGYF2 
8049235,NA
8049237,NA
8049239, C2orf82 
8049243, NEU2 
8049246, INPP5D 
8049271, ATG16L1 
8049297, SCARNA5 
8049299, SCARNA6 
8049301, SAG 
8049317, DGKD 
8049349, UGT1A1 
8049375, HEATR7B1 
8049394, TRPM8 
8049425, SPP2 
8049435, SH3BP4 
8049448, AGAP1 
8049471, CXCR7 
8049478, COPS8 
8049487, MLPH 
8049509, PRLH 
8049512, LRRFIP1 
8049528, LRRFIP1 
8049530, LRRFIP1 
8049532, LRRFIP1 
8049534, LRRFIP1 
8049536, LRRFIP1 
8049538, LRRFIP1 
8049540, LRRFIP1 
8049542, LRRFIP1 
8049544, LRRFIP1 
8049552, RBM44 
8049567, RAMP1 
8049574, UBE2F 
8049582, SCLY 
8049598, ESPNL 
8049610, KLHL30 
8049620, FAM132B 
8049635, TRAF3IP1 
8049655,NA
8049657, ASB1 
8049665,NA
8049667, FLJ45964 
8049670, GPC1 
8049682, MIR149 
8049684, DUSP28 
8049689, RNPEPL1 
8049702, CAPN10 
8049722, GPR35 
8049729, AQP12A 
8049737, AGXT 
8049752, SNED1 
8049784, PPP1R7 
8049799, ANO7 
8049825, HDLBP 
8049827, SEPT2 
8049847, FARP2 
8049876, BOK 
8049888, ATG4B 
8049906, ING5 
8049919, D2HGDH 
8049934, GAL3ST2 
8049942, NEU4 
8049950, LOC100131763 
8049952, C2orf85 
8049957, FLJ38379 
8049959, FLJ41327 
8049961, FBXO25 
8049963, PCMTD2 
8049965, FAM110C 
8049969, SH3YL1 
8049990, FAM150B 
8049998, TMEM18 
8050007, PXDN 
8050031, MYT1L 
8050060, TSSC1 
8050071, ADI1 
8050079, RNASEH1 
8050089, TMSB4XP2 
8050093,NA
8050095, FLJ42418 
8050102, CMPK2 
8050111,NA
8050113, LOC100129581 
8050115, C2orf46 
8050128, KIDINS220 
8050160, MBOAT2 
8050176, ITGB1BP1 
8050190, ADAM17 
8050213,NA
8050215, YWHAQ 
8050225,NA
8050227, UNQ5830 
8050232, CYS1 
8050236,NA
8050238,NA
8050240, ODC1 
8050253, SNORA80B 
8050255, NOL10 
8050278, PDIA6 
8050293, FLJ33534 
8050302, ROCK2 
8050336, E2F6 
8050350,NA
8050352, NTSR2 
8050363,NA
8050365,NA
8050367, NBAS 
8050423, MYCNOS 
8050425,NA
8050427, FAM49A 
8050441,NA
8050443, SMC6 
8050472,NA
8050474, RDH14 
8050480, NT5C1B 
8050495,NA
8050497, OSR1 
8050503, TTC32 
8050507, WDR35 
8050537, MATN3 
8050548, LAPTM4A 
8050557, SDC1 
8050565, PUM2 
8050591, NDUFAF2 
8050594, HS1BP3 
8050608, C2orf43 
8050619, APOB 
8050654,NA
8050656,NA
8050658, ATAD2B 
8050687,NA
8050689, C2orf44 
8050695, SF3B14 
8050702, TP53I3 
8050713, PFN4 
8050719, ITSN2 
8050761,NA
8050763, CENPO 
8050766, ADCY3 
8050790, DNAJC27 
8050801,NA
8050803,NA
8050805, POMC 
8050813, DNMT3A 
8050844, LOC100131510 
8050846, DTNB 
8050869,NA
8050873,NA
8050875, ASXL2 
8050894, KIF3C 
8050906,NA
8050908, HADHA 
8050924, GPR113 
8050942, OTOF 
8050993, CIB4 
8051001, CGREF1 
8051012, PREB 
8051024, C2orf53 
8051028,NA
8051030, SLC5A6 
8051050, SLC30A3 
8051061, UCN 
8051066, MPV17 
8051075, GTF3C2 
8051097, EIF2B4 
8051113, ZNF513 
8051119, PPM1G 
8051133, FTH1P3 
8051135, IFT172 
8051185,NA
8051187, FNDC4 
8051197, CCDC121 
8051202,NA
8051204, SUPT7L 
8051215, RBKS 
8051226, TRMT61B 
8051234,NA
8051236,NA
8051238, C2orf71 
8051241, ALK 
8051273,NA
8051275, CAPN13 
8051298, GALNT14 
8051319,NA
8051322, XDH 
8051361, SRD5A2 
8051370,NA
8051372, MEMO1 
8051387, DPY30 
8051394,NA
8051396, NLRC4 
8051409,NA
8051411,NA
8051413, FAM98A 
8051422, MYADML 
8051427, FEZ2 
8051443, STRN 
8051462,NA
8051464, HEATR5B 
8051501, EIF2AK2 
8051520, SULT6B1 
8051528, CEBPZ 
8051547, PRKD3 
8051569,NA
8051571,NA
8051573, CDC42EP3 
8051583, CYP1B1 
8051589, ATL2 
8051605, HNRPLL 
8051622, SRSF7 
8051637, DHX57 
8051666,NA
8051668, LOC375196 
8051670, SOS1 
8051696, CDKL4 
8051707, MAP4K3 
8051744,NA
8051746, THUMPD2 
8051762, SLC8A1 
8051773,NA
8051775,NA
8051777, COX7A2L 
8051785, KCNG3 
8051793, OXER1 
8051799, HAAO 
8051812,NA
8051814, ZFP36L2 
8051820, THADA 
8051862,NA
8051864, LOC728819 
8051866, ABCG5 
8051882, LRPPRC 
8051924,NA
8051926,NA
8051928, PREPL 
8051949, SIX2 
8051956, UNQ6975 
8051963, SRBD1 
8051985,NA
8051987,NA
8051989, ATP6V1E2 
8051993, PIGF 
8051998, MCFD2 
8052004, C2orf61 
8052010, CALM2 
8052016,NA
8052018, KCNK12 
8052022,NA
8052024, FBXO11 
8052054,NA
8052056,NA
8052058, LHCGR 
8052072, FSHR 
8052087,NA
8052089,NA
8052091, NRXN1 
8052119,NA
8052121,NA
8052123,NA
8052125, ASB3 
8052139,NA
8052141,NA
8052143, GPR75 
8052149, PSME4 
8052200, TSPYL6 
8052204, RTN4 
8052231,NA
8052233, C2orf63 
8052250, MTIF2 
8052269, CCDC88A 
8052303,NA
8052305,NA
8052307, SMEK2 
8052331, PNPT1 
8052355, EFEMP1 
8052370,NA
8052372, MIR217 
8052374, MIR216A 
8052376, CCDC85A 
8052380,NA
8052382, FANCL 
8052397,NA
8052399, BCL11A 
8052413,NA
8052416,NA
8052418, PUS10 
8052438, LOC339803 
8052443, USP34 
8052524, SNORA70B 
8052526, XPO1 
8052554, FAM161A 
8052562, CCT4 
8052581,NA
8052583,NA
8052585, TMEM17 
8052592,NA
8052594, ELP1P 
8052598, C2orf86 
8052620, C2orf86 
8052622,NA
8052624, UGP2 
8052626, VPS54 
8052654, PELI1 
8052667,NA
8052669, SERTAD2 
8052674,NA
8052676,NA
8052678,NA
8052680, RAB1A 
8052689, SPRED2 
8052696,NA
8052698, C1D 
8052703, WDR92 
8052719, PNO1 
8052721, PPP3R1 
8052731, PPP3R1 
8052733, PPP3R1 
8052735, CNRIP1 
8052742, FBXO48 
8052747, BMP10 
8052753, GKN2 
8052762, GFPT1 
8052784, NFU1 
8052798, AAK1 
8052803, AAK1 
8052826, SNORA36C 
8052828, ASPRV1 
8052834, C2orf42 
8052845, TIA1 
8052861, SNRPG 
8052866, FAM136A 
8052872, TGFA 
8052882, ADD2 
8052902, FIGLA 
8052908, CLEC4F 
8052916, CD207 
8052925, TEX261 
8052932,NA
8052934, MCEE 
8052940, PAIP2B 
8052945,NA
8052947, CYP26B1 
8052956, EXOC6B 
8052979, SFXN5 
8052994, RAB11FIP5 
8053004, C2orf7 
8053009, FBXO41 
8053022, EGR4 
8053025, NAT8 
8053030, NAT8B 
8053036, TPRKB 
8053046, DUSP11 
8053057,NA
8053059, BOLA3 
8053064, MOBKL1B 
8053073, SLC4A5 
8053107, DCTN1 
8053139, C2orf81 
8053142, RTKN 
8053158, MOGS 
8053165, MRPL53 
8053171, CCDC142 
8053183, LBX2 
8053187, PCGF1 
8053200, DQX1 
8053214, AUP1 
8053231, LOXL3 
8053248, C2orf65 
8053263, SEMA4F 
8053266, TACR1 
8053276,NA
8053278, FAM176A 
8053288, C2orf3 
8053311,NA
8053313,NA
8053315, LRRTM4 
8053325,NA
8053330, REG1B 
8053337, REG1P 
8053341, REG3A 
8053347,NA
8053349, LRRTM1 
8053360,NA
8053362,NA
8053364,NA
8053366, SUCLG1 
8053379, C2orf89 
8053386,NA
8053388, TGOLN2 
8053404,NA
8053406, RETSAT 
8053417, CAPG 
8053427,NA
8053429, GGCX 
8053447,NA
8053449, TMEM150A 
8053458, C2orf68 
8053467, SFTPB 
8053480,NA
8053482,NA
8053484, ST3GAL5 
8053496, POLR1A 
8053533, IMMT 
8053549,NA
8053551, REEP1 
8053560,NA
8053562, VPS24 
8053574,NA
8053576, RNF103 
8053584, CD8A 
8053594, CD8B 
8053599, WBP1 
8053602, PLGLB2 
8053610, ANAPC1 
8053622, RGPD1 
8053646,NA
8053648, KRCC1 
8053654, FABP1 
8053662,NA
8053664,NA
8053666,NA
8053668, EIF2AK3 
8053690, IGK@ 
8053710,NA
8053713,NA
8053715,NA
8053718, IGKV2-40 
8053720,NA
8053722, LOC654342 
8053725, DRD5 
8053728, DRD5 
8053731, FLJ37786 
8053733, SETD8 
8053735,NA
8053737, ANKRD20B 
8053741, ANKRD20B 
8053744, ANKRD20B 
8053751,NA
8053753, TEKT4 
8053761,NA
8053763, MRPS5 
8053775, ZNF514 
8053785, UBTFL1 
8053787, TRIM43 
8053795,NA
8053797, LOC400986 
8053801, ANKRD36B 
8053834, ANKRD36B 
8053840,NA
8053842, GPAT2 
8053869, ADRA2B 
8053872, ASTL 
8053882, DUSP2 
8053890, STARD7 
8053901, TMEM127 
8053909, SNRNP200 
8053944, NEURL3 
8053949, KIAA1310 
8053975, LMAN2L 
8053984, ANKRD23 
8053998, ANKRD39 
8054004, SEMA4C 
8054020, FAM178B 
8054037,NA
8054039,NA
8054041, TRIM43 
8054045, FAHD2B 
8054054, ANKRD36B 
8054064, ANKRD36B 
8054075, UBTFL1 
8054077, ACTR1B 
8054090,NA
8054092, TMEM131 
8054131, C2orf64 
8054135, MGAT4A 
8054154, C2orf55 
8054166, TSGA10 
8054192, MITD1 
8054200, LYG2 
8054209, LYG1 
8054217, TXNDC9 
8054227, REV1 
8054254, AFF3 
8054281, LONRF2 
8054295,NA
8054297, CHST10 
8054308, TBC1D8 
8054329, RNF149 
8054338, CREG2 
8054344, RFX8 
8054354,NA
8054356, MFSD9 
8054364, TGFBRAP1 
8054377, FHL2 
8054393,NA
8054395, UXS1 
8054412,NA
8054414, RGPD3 
8054437, ANAPC1 
8054439, ST6GAL2 
8054449, FLJ38668 
8054451, EDAR 
8054465,NA
8054467, SEPT10 
8054477, SEPT10 
8054479, MALL 
8054486, NPHP1 
8054511, NCRNA00116 
8054513, LOC151009 
8054517, LOC151009 
8054519, LIMS3 
8054532, RGPD5 
8054557, RGPD5 
8054580, BUB1 
8054607, FLJ44006 
8054611, NCRNA00152 
8054614, ANAPC1 
8054664, ZC3H8 
8054676, RGPD5 
8054702, CKAP2L 
8054712, IL1A 
8054722, IL1B 
8054731, IL1F8 
8054740, PAX8 
8054758, DDX11L2 
8054762, RPL23AP7 
8054766, ACR 
8054769, PS1TP4 
8054771, SLC35F5 
8054790,NA
8054792,NA
8054794,NA
8054796,NA
8054798,NA
8054800,NA
8054802,NA
8054804, CCDC93 
8054831, EN1 
8054834, C1QL2 
8054837, C2orf76 
8054846, SCTR 
8054862, TMEM185B 
8054866, LOC84931 
8054870,NA
8054872, TFCP2L1 
8054888, CLASP1 
8054930, MKI67IP 
8054939,NA
8054941,NA
8054943,NA
8054945, BIN1 
8054967, CYP27C1 
8054978, ERCC3 
8054995, ERCC3 
8054997, MAP3K2 
8055016,NA
8055021, IWS1 
8055038, LIMS2 
8055060, WDR33 
8055085, WDR33 
8055087,NA
8055089, POLR2D 
8055096, AMMECR1L 
8055104, SAP130 
8055130, HS6ST1 
8055135,NA
8055137,NA
8055139, LOC151121 
8055143, LOC440905 
8055151, POTEF 
8055153, POTEF 
8055171,NA
8055173, CCDC74A 
8055183, SMPD4 
8055194, TUBA3E 
8055198,NA
8055200,NA
8055202,NA
8055204,NA
8055206,NA
8055208, CCDC115 
8055214, C2orf14 
8055220, POTEE 
8055222, POTEE 
8055234,NA
8055236, LOC150527 
8055239, CFC1 
8055247,NA
8055249, FAM168B 
8055261, RAB6C 
8055263,NA
8055265,NA
8055267,NA
8055269,NA
8055271,NA
8055273,NA
8055275,NA
8055277,NA
8055279,NA
8055281, LOC401010 
8055284, MZT2A 
8055287, MZT2A 
8055291, C2orf27B 
8055294,NA
8055297, ANKRD30BL 
8055303,NA
8055305,NA
8055309,NA
8055312,NA
8055314, LYPD1 
8055323, NCKAP5 
8055348,NA
8055350, TMEM163 
8055361, YSK4 
8055377, ZRANB3 
8055402,NA
8055404, UBXN4 
8055406, LCT 
8055424,NA
8055426, MCM6 
8055445, DARS 
8055465, CXCR4 
8055474,NA
8055476, YWHAE 
8055478, NXPH2 
8055482,NA
8055484,NA
8055486,NA
8055488,NA
8055490,NA
8055492,NA
8055494,NA
8055496, LRP1B 
8055590,NA
8055592,NA
8055594,NA
8055596,NA
8055598,NA
8055600,NA
8055602,NA
8055604,NA
8055606, GTDC1 
8055624, ZEB2 
8055639,NA
8055641,NA
8055643,NA
8055645, ORC4 
8055664,NA
8055666,NA
8055668,NA
8055670,NA
8055672, MMADHC 
8055680,NA
8055682, FLJ32955 
8055688, RND3 
8055697, RBM43 
8055702, NMI 
8055711, NEB 
8055862, ARL5A 
8055872, CACNB4 
8055890, STAM2 
8055909,NA
8055911, LOC100129449 
8055913, PRPF40A 
8055941, RPRM 
8055946,NA
8055948,NA
8055950,NA
